63,1,9,410,15415,2,6,7,0
63,1,9,535,17181,13,7,19,0
63,1,9,109,28610,10,8,17,1
63,1,9,1439,47123,7,9,15,1
63,1,9,930,48220,6,10,15,1
63,1,10,87,1466,15,1,15,0
63,1,10,1342,2818,12,2,13,0
63,1,10,1008,4684,16,3,18,0
63,1,10,574,6530,14,4,17,0
63,1,10,888,12676,10,6,15,1
63,1,10,479,14522,7,7,13,1
63,1,10,540,16208,6,8,13,1
63,1,10,87,24664,15,9,23,0
63,1,10,116,55139,5,10,14,1
63,1,11,1224,1521,16,1,16,1
63,1,11,1352,2749,15,2,16,1
63,1,11,125,4964,13,3,15,0
63,1,11,476,7293,14,4,17,0
63,1,11,111,19196,9,5,13,1
63,1,11,488,20798,8,6,13,1
63,1,12,1387,1721,16,1,16,0
63,1,12,1634,3941,15,2,16,1
63,1,12,430,5427,9,3,11,0
63,1,12,220,7902,4,4,7,1
63,1,12,1216,9678,5,5,9,1
63,1,12,1634,32651,15,6,20,1
63,1,12,924,42094,3,7,9,0
63,1,12,774,48395,11,8,18,0
63,1,12,299,58666,1,9,9,1
63,1,13,1420,1601,14,1,14,0
63,1,13,1025,3272,16,2,17,0
63,1,13,1532,16278,10,3,12,1
63,1,13,38,28839,8,4,11,1
63,1,13,1566,40732,15,5,19,0
63,1,13,419,50256,5,6,10,1
63,1,13,424,56008,11,7,17,1
63,1,14,1272,1382,15,1,15,0
63,1,14,1227,3502,16,2,17,1
63,1,14,1233,5716,12,3,14,0
63,1,14,168,11459,2,5,6,1
63,1,14,872,22703,9,6,14,1
63,1,14,1581,43142,6,7,12,1
63,1,14,1302,64613,5,8,12,1
63,1,15,587,1252,15,1,15,0
63,1,15,904,2649,16,2,17,0
63,1,15,1537,5567,14,3,16,0
63,1,15,452,8281,13,4,16,1
63,1,15,1263,18258,1,5,5,1
63,1,15,274,57559,12,6,17,0
63,1,16,115,2085,16,1,16,0
63,1,16,839,3332,15,2,16,0
63,1,16,492,73388,6,3,8,1
64,1,1,778,414,13,1,13,0
64,1,1,1290,824,14,2,15,0
64,1,1,595,1236,15,3,17,0
64,1,1,42,1811,16,4,19,0
64,1,1,685,2379,11,5,15,0
64,1,1,1225,3055,10,6,15,0
64,1,1,578,3931,9,7,15,0
64,1,1,1118,4744,12,8,19,0
64,1,1,1029,5562,6,9,14,1
64,1,1,1277,6057,5,10,14,1
64,1,1,560,6685,7,11,17,1
64,1,1,621,8466,8,12,19,1
64,1,1,257,10391,4,13,16,1
64,1,1,535,11060,3,14,16,1
64,1,1,1293,11624,1,15,15,1
64,1,1,207,12297,2,16,17,1
64,1,2,597,214,14,1,14,0
64,1,2,71,694,13,2,14,0
64,1,2,1474,1292,15,3,17,0
64,1,2,795,1867,16,4,19,0
64,1,2,1177,2631,10,5,14,1
64,1,2,903,3209,9,6,14,1
64,1,2,1179,6146,12,7,18,0
64,1,2,988,13125,11,8,18,1
64,1,2,561,18642,7,9,15,1
64,1,2,1570,19194,8,10,17,1
64,1,2,455,20259,5,11,15,1
64,1,2,245,21616,6,12,17,1
64,1,2,328,28111,3,13,15,1
64,1,2,1288,28946,4,14,17,1
64,1,2,1139,29727,2,15,16,0
64,1,2,588,30257,1,16,16,0
64,1,3,1521,344,13,1,13,0
64,1,3,105,803,14,2,15,0
64,1,3,47,1098,15,3,17,0
64,1,3,780,1761,16,4,19,0
64,1,3,636,2215,9,5,13,0
64,1,3,212,2908,10,6,15,1
64,1,3,442,3686,11,7,17,1
64,1,3,1505,4200,12,8,19,1
64,1,3,298,6011,1,9,9,1
64,1,3,397,6550,4,10,13,0
64,1,3,1194,7160,3,11,13,1
64,1,3,1159,7949,2,12,13,1
64,1,3,628,30446,6,13,18,1
64,1,3,24,30976,5,14,18,1
64,1,3,1542,31536,7,15,21,1
64,1,3,1331,31986,8,16,23,1
64,1,4,862,494,13,1,13,0
64,1,4,227,894,14,2,15,0
64,1,4,869,3204,15,5,19,0
64,1,4,1253,3826,16,6,21,0
64,1,4,1627,5448,11,7,17,0
64,1,4,1044,5985,10,8,17,0
64,1,4,233,6590,9,9,17,0
64,1,4,1058,8595,12,10,21,0
64,1,4,1531,9593,8,11,18,0
64,1,4,1547,10195,7,12,18,0
64,1,4,404,10954,5,13,17,0
64,1,4,970,11549,6,14,19,0
64,1,5,613,1491,16,1,16,0
64,1,5,1523,2107,9,2,10,0
64,1,5,1585,2563,14,3,16,0
64,1,5,783,3241,5,4,8,0
64,1,5,523,5692,8,5,12,0
64,1,5,586,9359,4,6,9,0
64,1,5,1498,18393,11,7,17,0
64,1,5,613,29618,16,8,23,0
64,1,5,185,46349,13,9,21,0
64,1,6,805,324,13,1,13,0
64,1,6,657,874,14,2,15,0
64,1,6,1321,1243,15,3,17,0
64,1,6,443,1960,16,4,19,0
64,1,6,951,2385,11,5,15,0
64,1,6,655,3310,12,6,17,0
64,1,6,119,6141,9,7,15,0
64,1,6,1238,6486,10,8,17,0
64,1,6,1073,8505,5,9,13,0
64,1,6,856,8860,6,10,15,0
64,1,6,468,12556,8,11,18,0
64,1,6,300,13073,7,12,18,0
64,1,7,1048,429,13,1,13,0
64,1,7,958,885,14,2,15,0
64,1,7,53,1387,15,3,17,0
64,1,7,1571,1987,16,4,19,0
64,1,7,1057,4096,2,5,6,0
64,1,7,896,4700,1,6,6,0
64,1,7,1270,5168,3,7,9,0
64,1,7,1333,5765,4,8,11,0
64,1,7,868,11289,9,9,17,0
64,1,7,1472,12022,10,10,19,0
64,1,7,1519,13584,11,11,21,0
64,1,7,1571,16073,16,12,27,0
64,1,7,13,17695,5,13,17,0
64,1,7,1053,18273,7,14,20,0
64,1,7,1515,18959,6,15,20,1
64,1,7,1240,19340,8,16,23,1
64,1,8,1578,1242,13,1,13,0
64,1,8,216,1707,14,2,15,0
64,1,8,1102,2534,15,3,17,0
64,1,8,6,3153,16,4,19,0
64,1,8,84,4370,9,5,13,0
64,1,8,284,4991,10,6,15,0
64,1,8,465,5921,11,7,17,0
64,1,8,1115,6396,12,8,19,0
64,1,8,1185,11279,5,9,13,0
64,1,8,1623,12247,6,10,15,0
64,1,8,70,23272,1,11,11,0
64,1,8,1101,23811,2,12,13,0
64,1,8,814,24533,3,13,15,0
64,1,8,771,33349,4,15,18,0
64,1,9,618,828,13,1,13,0
64,1,9,1637,1269,14,2,15,0
64,1,9,438,1774,15,3,17,0
64,1,9,1114,2664,16,4,19,0
64,1,9,1398,3279,9,5,13,0
64,1,9,906,4216,10,6,15,1
64,1,9,1166,4823,11,7,17,0
64,1,9,994,5511,12,8,19,0
64,1,9,1417,8605,2,9,10,1
64,1,9,872,10321,3,11,13,0
64,1,9,132,15120,5,12,16,0
64,1,9,1391,15783,6,13,18,0
64,1,9,1166,17286,11,14,24,0
64,1,9,211,17971,7,15,21,0
64,1,9,1611,30530,1,16,16,1
64,1,10,887,953,15,1,15,0
64,1,10,592,1551,14,2,15,0
64,1,10,1399,2205,16,3,18,0
64,1,10,488,3048,13,4,16,0
64,1,10,662,3836,5,5,9,0
64,1,10,419,4450,6,6,11,0
64,1,10,485,5203,7,7,13,0
64,1,10,327,5807,8,8,15,0
64,1,10,1087,26480,1,9,9,0
64,1,10,547,27065,3,10,12,0
64,1,10,713,27749,2,11,12,0
64,1,10,1149,53039,10,12,21,1
64,1,10,1125,53553,9,13,21,0
64,1,10,10,54461,11,14,24,0
64,1,10,137,54920,12,15,26,0
64,1,11,808,384,13,1,13,0
64,1,11,1036,783,14,2,15,0
64,1,11,1280,1370,15,3,17,0
64,1,11,1136,1980,16,4,19,0
64,1,11,1153,2790,11,5,15,1
64,1,11,876,3533,9,6,14,1
64,1,11,1176,4034,10,7,16,1
64,1,11,1299,5911,12,8,19,1
64,1,11,433,8615,6,9,14,1
64,1,11,1111,9344,5,10,14,1
64,1,11,629,10147,7,11,17,1
64,1,11,81,10629,8,12,19,1
64,1,11,650,24359,3,13,15,1
64,1,11,1362,24832,4,14,17,1
64,1,11,217,25424,2,15,16,1
64,1,11,282,26241,1,16,16,1
64,1,12,1124,384,14,1,14,0
64,1,12,1550,829,13,2,14,0
64,1,12,1248,1173,15,3,17,0
64,1,12,1354,1710,16,4,19,0
64,1,12,297,9793,1,5,5,0
64,1,12,777,10641,4,6,9,0
64,1,12,1607,12277,2,7,8,0
64,1,12,644,16447,10,8,17,0
64,1,12,1317,16876,9,9,17,0
64,1,12,1248,18982,15,10,24,0
64,1,12,576,23057,12,12,23,0
64,1,12,1124,31643,14,13,26,0
64,1,12,1550,32097,13,14,26,0
64,1,13,723,833,13,1,13,0
64,1,13,1490,1434,14,2,15,0
64,1,13,21,1932,15,3,17,0
64,1,13,1612,2396,16,4,19,0
64,1,13,756,4006,5,5,9,0
64,1,13,160,4584,6,6,11,0
64,1,13,660,6111,7,7,13,0
64,1,13,864,11618,1,8,8,0
64,1,13,963,12209,2,9,10,0
64,1,13,1024,12726,3,10,12,0
64,1,13,420,13394,4,11,14,0
64,1,13,528,42009,10,13,22,0
64,1,13,1435,42857,12,14,25,0
64,1,13,1222,43461,11,15,25,0
64,1,14,1389,1182,15,1,15,0
64,1,14,1207,1849,16,2,17,0
64,1,14,1015,2359,13,3,15,0
64,1,14,1068,2898,14,4,17,0
64,1,14,491,3417,10,5,14,0
64,1,14,1481,3916,9,6,14,0
64,1,14,394,4445,12,7,18,0
64,1,14,1178,5014,11,8,18,0
64,1,14,361,17635,2,9,10,1
64,1,14,707,18185,3,10,12,1
64,1,14,1589,19100,1,11,11,1
64,1,14,1138,19770,4,12,15,0
64,1,14,844,20748,5,13,17,0
64,1,14,990,21895,6,14,19,0
64,1,14,1116,22574,7,15,21,0
64,1,14,584,23228,8,16,23,0
64,1,15,1511,1062,14,1,14,0
64,1,15,580,1456,13,2,14,0
64,1,15,1351,1853,15,3,17,0
64,1,15,187,2446,16,4,19,0
64,1,15,873,2844,9,5,13,0
64,1,15,1361,3616,10,6,15,0
64,1,15,555,4335,11,7,17,0
64,1,15,241,5243,12,8,19,0
64,1,15,904,8027,7,9,15,1
64,1,15,122,8635,8,10,17,1
64,1,15,1432,9254,6,11,16,1
64,1,15,603,9793,5,12,16,1
64,1,15,955,48096,1,13,13,1
64,1,15,353,48749,2,14,15,1
64,1,15,593,49655,3,15,17,1
64,1,15,246,50297,4,16,19,1
64,1,16,843,843,14,1,14,1
64,1,16,1013,1372,13,2,14,1
64,1,16,1380,1931,15,3,17,1
64,1,16,86,2529,16,4,19,1
64,1,16,49,3467,9,5,13,1
64,1,16,940,4285,10,6,15,1
64,1,16,1458,5043,11,7,17,1
64,1,16,1424,5468,12,8,19,1
64,1,16,367,11863,1,9,9,1
64,1,16,1069,12561,2,10,11,1
64,1,16,1151,13145,3,11,13,1
64,1,16,267,13900,4,12,15,1
64,1,16,534,24310,6,13,18,1
64,1,16,410,24787,7,14,20,1
64,1,16,702,26974,5,15,19,1
64,1,16,769,27404,8,16,23,1
65,1,1,1023,1442,16,2,17,0
65,1,1,940,2838,15,3,17,0
65,1,1,945,4634,14,4,17,0
65,1,1,397,6251,13,5,17,0
65,1,1,1260,8047,12,6,17,0
65,1,1,1464,12008,4,7,10,0
65,1,1,978,13993,9,8,16,1
65,1,1,570,16258,3,9,11,0
65,1,1,857,19022,1,10,10,1
65,1,1,497,22813,10,11,20,0
65,1,1,565,27427,5,12,16,0
65,1,1,555,74490,11,13,23,0
65,1,2,1317,1571,16,2,17,0
65,1,2,171,2958,15,3,17,1
65,1,2,701,4594,13,4,16,0
65,1,2,1028,8486,12,5,16,0
65,1,2,361,10361,11,6,16,0
65,1,2,986,14332,7,7,13,0
65,1,2,102,17236,5,8,12,1
65,1,2,1259,19091,9,9,17,1
65,1,2,1624,24639,1,10,10,0
65,1,2,1287,26440,2,11,12,1
65,1,2,761,29608,10,12,21,0
65,1,2,398,46699,8,13,20,1
65,1,2,96,52116,6,14,19,1
65,1,3,885,1157,16,1,16,0
65,1,3,1563,2634,15,2,16,0
65,1,3,605,4804,14,3,16,0
65,1,3,1442,8206,10,4,13,0
65,1,3,39,14502,11,5,15,0
65,1,3,578,17387,4,6,9,0
65,1,3,239,19301,5,7,11,0
65,1,3,232,22424,12,8,19,0
65,1,3,891,24779,13,9,21,0
65,1,3,1187,34686,1,10,10,0
65,1,3,556,37120,2,11,12,0
65,1,3,1612,53832,6,12,17,0
65,1,3,239,59809,5,13,17,0
65,1,4,251,1621,16,1,16,0
65,1,4,618,3267,15,2,16,0
65,1,4,131,5482,13,3,15,0
65,1,4,739,7797,8,4,11,0
65,1,4,1394,22394,14,5,18,0
65,1,4,402,26974,5,6,10,0
65,1,4,955,29358,1,7,7,0
65,1,4,1186,37689,3,8,10,0
65,1,4,1439,39904,2,9,10,0
65,1,4,892,55913,9,10,18,0
65,1,4,1331,58322,10,11,20,0
65,1,5,49,1302,15,2,16,0
65,1,5,1265,2769,16,3,18,0
65,1,5,178,9728,14,4,17,0
65,1,5,339,17016,13,5,17,0
65,1,5,577,22139,12,6,17,0
65,1,5,1142,23491,11,7,17,0
65,1,5,482,27742,2,8,9,0
65,1,5,244,35634,9,9,17,0
65,1,5,71,42299,3,10,12,0
65,1,5,119,49742,7,11,17,0
65,1,6,80,1207,16,1,16,0
65,1,6,203,2988,15,2,16,0
65,1,6,867,9762,14,3,16,0
65,1,6,176,12461,12,4,15,0
65,1,6,20,17385,7,5,11,0
65,1,6,942,21326,8,6,13,0
65,1,6,909,25347,11,7,17,0
65,1,6,981,45521,9,8,16,0
65,1,6,969,47237,10,9,18,0
65,1,6,1617,50969,13,10,22,0
65,1,7,811,1611,16,1,16,0
65,1,7,1473,3088,15,2,16,0
65,1,7,315,7508,1,3,3,0
65,1,7,1291,11080,2,4,5,0
65,1,7,1263,13474,5,5,9,0
65,1,7,522,17934,9,6,14,0
65,1,7,1473,43536,15,7,21,0
65,1,7,209,56466,13,8,20,0
65,1,7,206,73089,12,9,20,0
65,1,8,350,1042,16,1,16,0
65,1,8,295,2499,15,2,16,0
65,1,8,1272,4185,12,3,14,0
65,1,8,1083,13744,1,4,4,0
65,1,8,1279,15749,4,5,8,1
65,1,8,1476,22653,8,6,13,0
65,1,8,404,30994,13,7,19,1
65,1,8,1392,33489,7,8,14,0
65,1,8,1180,51598,14,9,22,0
65,1,8,388,61665,5,10,14,0
65,1,9,652,1352,16,1,16,1
65,1,9,1460,2988,15,2,16,1
65,1,9,450,5732,7,3,9,0
65,1,9,1540,7937,4,4,7,1
65,1,9,493,10042,5,5,9,1
65,1,9,1383,15120,9,6,14,0
65,1,9,257,17934,6,7,12,0
65,1,9,772,23920,1,8,8,0
65,1,9,652,32651,16,9,24,1
65,1,9,1098,40613,8,10,17,0
65,1,9,1253,67282,12,11,22,0
65,1,10,356,1242,16,1,16,0
65,1,10,600,2569,15,2,16,0
65,1,10,635,4225,10,3,12,0
65,1,10,1010,6121,14,4,17,1
65,1,10,752,8296,4,5,8,1
65,1,10,1011,13095,12,6,17,0
65,1,10,43,37045,1,7,7,0
65,1,10,1038,39445,3,8,10,1
65,1,10,1149,48504,7,9,15,1
65,1,10,1194,62872,8,10,17,1
65,1,11,1474,1521,16,1,16,0
65,1,11,792,3208,15,2,16,0
65,1,11,841,5697,12,3,14,1
65,1,11,168,7687,1,4,4,1
65,1,11,1209,46549,5,5,9,0
65,1,11,703,47736,9,6,14,0
65,1,11,590,52770,10,8,17,0
65,1,12,291,1142,15,1,15,0
65,1,12,1414,2280,16,2,17,1
65,1,12,1144,3856,8,3,10,1
65,1,12,780,5792,11,4,14,1
65,1,12,61,10556,6,5,10,0
65,1,12,728,13095,2,6,7,1
65,1,12,1017,15230,5,7,11,1
65,1,12,812,31219,12,8,19,1
65,1,12,106,33319,4,9,12,1
65,1,12,1414,57085,16,10,25,1
65,1,13,97,2170,16,1,16,0
65,1,13,376,3841,15,2,16,0
65,1,13,1546,5562,7,3,9,0
65,1,13,1553,16343,6,4,9,0
65,1,13,1153,25651,2,5,6,0
65,1,13,1062,33648,1,6,6,0
65,1,13,1116,47941,3,8,10,0
65,1,13,115,59061,9,9,17,1
65,1,14,535,1112,16,1,16,0
65,1,14,708,2559,15,2,16,0
65,1,14,1107,4265,14,3,16,0
65,1,14,656,7767,8,4,11,0
65,1,14,1143,13155,6,5,10,0
65,1,14,1440,14512,7,6,12,0
65,1,14,705,25038,4,7,10,1
65,1,14,941,28350,1,8,8,1
65,1,14,1465,41700,11,9,19,0
65,1,15,1336,1661,16,1,16,1
65,1,15,458,3507,15,2,16,0
65,1,15,1158,5442,14,3,16,0
65,1,15,476,7787,9,4,12,1
65,1,15,1261,35764,8,5,12,0
65,1,15,273,42179,7,6,12,0
65,1,15,1157,46803,12,7,18,0
65,1,16,496,1342,16,1,16,1
65,1,16,1577,3088,15,2,16,0
65,1,16,533,6734,2,3,4,1
65,1,16,158,11399,3,4,6,1
65,1,16,496,17196,16,5,20,1
65,1,16,1137,28829,11,6,16,1
65,1,16,29,31493,1,7,7,1
65,1,16,444,52745,12,8,19,1
66,1,1,890,2235,1,1,1,1
66,1,1,363,3736,2,2,3,1
66,1,1,1463,6161,14,3,16,0
66,1,1,325,7243,13,4,16,0
66,1,1,520,8545,10,5,14,0
66,1,1,152,11334,11,6,16,0
66,1,1,611,13673,3,7,9,1
66,1,1,1366,16113,7,8,14,0
66,1,1,1377,17300,6,9,14,0
66,1,1,535,21241,4,11,14,0
66,1,1,1502,36976,8,12,19,0
66,1,1,1079,59135,15,13,27,0
66,1,2,389,2843,1,1,1,0
66,1,2,1374,4001,4,2,5,0
66,1,2,1195,6909,9,3,11,0
66,1,2,206,7727,6,4,9,0
66,1,2,420,9129,13,5,17,1
66,1,2,749,10067,14,6,19,0
66,1,2,388,11025,5,7,11,0
66,1,2,1042,25332,15,9,23,0
66,1,2,206,33429,6,10,15,0
66,1,2,1567,37774,2,11,12,0
66,1,3,1550,2624,1,1,1,0
66,1,3,343,5023,2,2,3,0
66,1,3,800,7672,16,3,18,0
66,1,3,238,10611,14,4,17,0
66,1,3,406,17725,7,5,11,0
66,1,3,73,19905,5,6,10,0
66,1,3,474,20633,6,7,12,0
66,1,3,664,23990,8,8,15,0
66,1,3,1510,30520,11,9,19,1
66,1,3,86,35170,13,10,22,0
66,1,3,312,63525,15,11,25,0
66,1,4,399,4061,11,1,11,0
66,1,4,77,5088,13,2,14,0
66,1,4,1532,6624,12,3,14,0
66,1,4,1261,14058,3,5,7,0
66,1,4,632,17146,4,6,9,0
66,1,4,1066,18243,7,7,13,0
66,1,4,699,20982,1,8,8,0
66,1,4,985,24364,2,9,10,0
66,1,4,1003,27308,8,10,17,0
66,1,4,898,28719,6,11,16,0
66,1,4,48,29968,5,12,16,0
66,1,4,781,39919,14,13,26,0
66,1,4,327,43127,15,14,28,0
66,1,4,402,54975,16,15,30,0
66,1,5,369,3791,16,1,16,0
66,1,5,131,6041,6,2,7,0
66,1,5,1072,9822,7,3,9,1
66,1,5,939,11344,12,4,15,1
66,1,5,1266,12541,13,5,17,0
66,1,5,1517,22504,1,6,6,0
66,1,5,544,27317,2,7,8,0
66,1,5,1086,33618,10,8,17,1
66,1,5,186,45611,5,9,13,0
66,1,5,1394,49956,8,10,17,1
66,1,5,697,67347,9,11,19,1
66,1,6,1236,2070,15,1,15,0
66,1,6,548,2878,16,2,17,0
66,1,6,1570,4195,12,3,14,1
66,1,6,689,5163,1,4,4,1
66,1,6,538,10855,3,5,7,0
66,1,6,1549,29927,6,6,11,0
66,1,6,1615,32995,10,7,16,0
66,1,6,1509,34187,2,8,9,0
66,1,6,514,47726,8,9,16,0
66,1,7,1420,2190,2,1,2,1
66,1,7,581,3087,1,2,2,1
66,1,7,873,4340,4,3,6,1
66,1,7,1375,6469,14,4,17,1
66,1,7,19,7862,16,5,20,0
66,1,7,515,8850,15,6,20,1
66,1,7,1214,11888,10,7,16,1
66,1,7,1309,14382,3,8,10,1
66,1,7,1194,17026,11,9,19,1
66,1,7,712,18732,12,10,21,0
66,1,7,864,19869,13,11,23,0
66,1,7,1500,20877,9,12,20,1
66,1,8,1312,2698,9,1,9,0
66,1,8,314,4379,11,2,12,0
66,1,8,115,5577,10,3,12,0
66,1,8,1251,6704,15,4,18,0
66,1,8,338,8625,16,5,20,0
66,1,8,582,11094,4,6,9,0
66,1,8,513,14043,12,7,18,0
66,1,8,425,38202,7,8,14,0
66,1,8,1578,50470,13,9,21,0
66,1,8,103,62024,1,10,10,0
66,1,8,885,63121,2,11,12,0
66,1,8,1338,70529,5,12,16,0
66,1,9,1301,1935,13,1,13,0
66,1,9,348,3158,5,2,6,0
66,1,9,934,3996,4,3,6,0
66,1,9,1531,5068,6,4,9,0
66,1,9,627,6909,15,5,19,0
66,1,9,346,9623,2,6,7,0
66,1,9,227,14921,11,7,17,0
66,1,9,1352,17649,10,8,17,0
66,1,9,703,18811,12,9,20,0
66,1,9,760,22389,7,10,16,0
66,1,9,1279,23307,8,11,18,0
66,1,9,350,24319,9,12,20,0
66,1,10,1285,2778,2,1,2,0
66,1,10,1415,4165,1,2,2,0
66,1,10,91,5567,3,3,5,0
66,1,10,734,7797,15,4,18,0
66,1,10,731,8850,16,5,20,0
66,1,10,261,12262,5,6,10,0
66,1,10,993,13265,7,7,13,0
66,1,10,853,15270,8,8,15,0
66,1,10,1184,16487,9,9,17,0
66,1,10,93,17395,10,10,19,0
66,1,10,96,19311,13,11,23,0
66,1,10,1495,24025,11,12,22,0
66,1,10,482,37959,6,13,18,0
66,1,10,79,50470,4,14,17,0
66,1,11,158,1157,13,1,13,0
66,1,11,1011,2240,14,2,15,0
66,1,11,28,3342,15,3,17,0
66,1,11,1253,4879,16,4,19,0
66,1,11,722,6834,7,5,11,1
66,1,11,163,8206,6,6,11,0
66,1,11,1637,9304,3,7,9,1
66,1,11,1417,10411,9,8,16,1
66,1,11,994,12387,11,9,19,1
66,1,11,262,19490,10,10,19,0
66,1,11,1226,28595,2,11,12,0
66,1,11,1140,29932,1,12,12,0
66,1,11,1257,32646,4,13,16,0
66,1,11,466,35559,5,14,18,1
66,1,11,738,43496,8,15,22,1
66,1,11,722,47008,7,16,22,1
66,1,11,1172,48080,12,17,28,1
66,1,12,671,2215,16,1,16,0
66,1,12,97,3053,14,2,15,1
66,1,12,1207,4135,13,3,15,0
66,1,12,745,7443,8,4,11,1
66,1,12,1534,8660,6,5,10,1
66,1,12,340,9713,9,6,14,0
66,1,12,397,10730,10,7,16,0
66,1,12,960,14118,11,8,18,0
66,1,12,149,15130,12,9,20,0
66,1,12,1308,17430,5,10,14,1
66,1,12,1188,19066,4,11,14,1
66,1,12,1007,20214,2,12,13,0
66,1,12,1534,27103,6,13,18,1
66,1,12,745,36172,8,14,21,1
66,1,12,1258,62049,1,15,15,0
66,1,13,1027,1975,14,1,14,0
66,1,13,955,3148,12,2,13,0
66,1,13,201,4141,16,3,18,0
66,1,13,234,8885,5,4,8,1
66,1,13,970,9947,4,5,8,1
66,1,13,572,12661,13,6,18,1
66,1,13,1048,15829,1,7,7,1
66,1,13,1199,17640,2,8,9,0
66,1,13,1091,25851,11,9,19,1
66,1,14,1419,2160,16,1,16,0
66,1,14,822,3537,15,2,16,1
66,1,14,1538,5227,13,3,15,1
66,1,14,1033,6565,10,4,13,1
66,1,14,908,14227,9,6,14,0
66,1,14,791,30830,12,7,18,1
66,1,14,1419,59664,16,8,23,0
66,1,15,971,1746,12,1,12,0
66,1,15,920,2749,15,2,16,0
66,1,15,26,3811,14,3,16,0
66,1,15,485,4824,13,4,16,0
66,1,15,69,13888,11,5,15,0
66,1,15,148,15769,7,6,12,1
66,1,15,1465,23970,2,7,8,1
66,1,15,1499,25058,1,8,8,1
66,1,15,485,31004,13,9,21,0
66,1,15,561,42827,9,10,18,0
66,1,15,832,46364,10,11,20,0
66,1,15,1547,50724,8,12,19,1
66,1,16,106,1202,15,1,15,1
66,1,16,1623,2115,16,2,17,1
66,1,16,1320,3197,12,3,14,1
66,1,16,357,5167,1,4,4,1
66,1,16,174,6415,2,5,6,1
66,1,16,656,11274,6,6,11,1
66,1,16,807,13544,5,7,11,1
66,1,16,106,15934,15,8,22,1
66,1,16,1623,18368,16,9,24,1
66,1,16,930,23751,4,10,13,1
66,1,16,108,34432,7,11,17,1
66,1,16,403,36043,14,12,25,1
66,1,16,236,48100,13,14,26,0
67,1,1,973,1072,2,1,2,0
67,1,1,599,1852,3,2,4,0
67,1,1,1319,2611,4,3,6,0
67,1,1,1293,3361,5,4,8,0
67,1,1,1629,5627,12,5,16,1
67,1,1,144,6505,16,6,21,0
67,1,1,1108,8630,15,7,21,0
67,1,1,1212,9433,14,8,21,0
67,1,1,1020,13619,7,9,15,1
67,1,1,1569,21745,11,10,20,1
67,1,1,681,23531,13,11,23,1
67,1,2,1536,558,11,1,11,0
67,1,2,1238,4484,13,3,15,0
67,1,2,174,6101,14,4,17,0
67,1,2,1596,7727,10,5,14,0
67,1,2,718,11289,15,6,20,0
67,1,2,350,17021,3,7,9,0
67,1,2,1316,17884,1,8,8,0
67,1,2,1586,20024,6,10,15,0
67,1,2,569,32186,9,12,20,0
67,1,2,272,39884,2,13,14,1
67,1,3,1223,529,11,1,11,0
67,1,3,1489,1322,12,2,13,0
67,1,3,407,1920,10,3,12,0
67,1,3,130,4325,14,4,17,0
67,1,3,71,4893,13,5,17,0
67,1,3,21,7477,16,6,21,0
67,1,3,420,13599,5,7,11,0
67,1,3,838,14352,4,8,11,0
67,1,3,1504,15245,6,9,14,0
67,1,3,614,15854,7,10,16,0
